no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,arrival_day,booking_status
1,0,2,1,Meal Plan 1,N,Room_Type 1,93,Online,N,0,0,115,0,289,Canceled
2,0,2,5,Not Selected,N,Room_Type 1,53,Online,N,0,0,66.53,2,246,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,1,Complementary,Y,0,1,0,1,225,Not_Canceled
1,0,2,1,Meal Plan 1,N,Room_Type 1,4,Complementary,N,0,0,0,1,236,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,302,Online,N,0,0,90.3,2,364,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,122,Offline,N,0,0,85,0,106,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,16,Corporate,N,0,0,75,0,71,Not_Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 1,28,Online,N,0,0,115.37,1,241,Canceled
2,0,1,2,Meal Plan 2,N,Room_Type 1,161,Online,N,0,0,130,0,85,Canceled
3,0,0,2,Meal Plan 1,N,Room_Type 4,57,Online,N,0,0,126,2,344,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,19,Online,N,0,0,94.35,1,164,Not_Canceled
3,0,2,4,Meal Plan 1,N,Room_Type 4,109,Online,N,0,0,118.46,4,188,Not_Canceled
1,0,0,2,Meal Plan 2,N,Room_Type 1,239,Online,N,0,0,90.6,0,167,Canceled
1,0,2,1,Meal Plan 1,N,Room_Type 1,33,Online,N,0,0,82.9,2,65,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,11,Online,N,0,0,95.33,1,231,Not_Canceled
3,0,2,5,Meal Plan 1,N,Room_Type 4,40,Online,N,0,0,135.64,1,112,Not_Canceled
3,0,1,1,Meal Plan 1,N,Room_Type 4,45,Offline,N,0,0,122.4,0,170,Not_Canceled
2,0,1,3,Not Selected,N,Room_Type 1,41,Online,N,0,0,116.1,0,130,Canceled
2,0,0,4,Not Selected,N,Room_Type 1,167,Online,N,0,0,62.18,0,180,Canceled
2,0,0,4,Not Selected,N,Room_Type 1,62,Online,N,0,0,63.75,0,69,Canceled
1,0,1,4,Meal Plan 1,N,Room_Type 1,113,Online,N,0,0,118.8,0,251,Canceled
2,0,0,2,Not Selected,Y,Room_Type 1,1,Online,N,0,0,167,0,223,Not_Canceled
2,2,2,2,Meal Plan 1,N,Room_Type 6,84,Online,N,0,0,187.85,1,134,Not_Canceled
0,2,2,2,Meal Plan 1,N,Room_Type 1,68,Online,N,0,0,108.38,1,115,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 2,9,Complementary,Y,0,3,0,1,251,Not_Canceled
3,0,1,2,Meal Plan 1,N,Room_Type 1,245,Online,N,0,0,128.7,0,302,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,80,Online,N,0,0,80.33,1,77,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,7,Online,N,0,0,140,1,235,Canceled
2,1,1,1,Meal Plan 1,N,Room_Type 1,128,Online,N,0,0,76.5,2,221,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,100,Online,N,0,0,105.3,1,122,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,118,Online,N,0,0,87.3,1,94,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,166,Online,N,0,0,110,0,306,Canceled
1,0,0,1,Meal Plan 2,N,Room_Type 1,41,Offline,N,0,0,83,0,248,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,174,Online,N,0,0,99.45,1,226,Not_Canceled
2,1,2,1,Meal Plan 2,N,Room_Type 1,27,Offline,N,0,0,104.5,3,362,Not_Canceled
2,0,2,6,Meal Plan 1,N,Room_Type 1,2,Online,N,0,0,92.54,2,321,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,95,0,287,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,188,Online,N,0,0,130,0,167,Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,68,Offline,Y,1,0,63,1,2,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,189,Online,N,0,0,109.8,0,302,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,10,Online,N,0,0,103,0,137,Not_Canceled
3,0,2,1,Meal Plan 1,N,Room_Type 4,19,Online,N,0,0,130,1,51,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,61,Online,N,0,0,117,0,83,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 4,95,Offline,N,0,0,60.5,0,364,Not_Canceled
2,0,0,1,Meal Plan 2,N,Room_Type 1,83,Offline,N,0,0,112.2,0,274,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,37,Online,N,0,0,135.9,0,214,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,19,Online,N,0,0,151,1,207,Canceled
2,2,0,2,Meal Plan 1,N,Room_Type 6,22,Online,N,0,0,239,2,260,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,22,Online,N,0,0,59.09,0,361,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,151,Online,N,0,0,103.09,0,191,Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,26,Offline,N,0,0,87,0,59,Not_Canceled
3,0,1,0,Meal Plan 1,N,Room_Type 4,27,Online,N,0,0,137,0,108,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,79,Offline,N,0,0,109,0,176,Not_Canceled
2,0,1,1,Meal Plan 2,N,Room_Type 1,247,Online,N,0,0,115,1,158,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 4,189,Online,N,0,0,99.45,1,199,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,320,Online,N,0,0,115,1,231,Canceled
3,0,1,2,Meal Plan 1,N,Room_Type 4,27,Online,N,0,0,130,2,53,Not_Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,51,Corporate,Y,0,3,65,0,143,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,245,Online,N,0,0,75,0,169,Canceled
2,1,1,2,Meal Plan 1,N,Room_Type 1,52,Online,N,0,0,132.9,0,190,Canceled
1,0,2,0,Meal Plan 1,N,Room_Type 1,13,Online,N,0,0,120,0,292,Not_Canceled
2,0,0,2,Not Selected,N,Room_Type 1,46,Online,N,0,0,79.2,1,316,Canceled
3,0,2,1,Meal Plan 1,N,Room_Type 4,84,Online,N,0,0,159.3,0,241,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,188,Online,N,0,0,130,0,167,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,19,Offline,Y,1,0,90,0,280,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,67,Online,N,0,0,140.4,1,148,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,75,0,224,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,273,Online,N,0,0,109,0,199,Canceled
2,0,2,1,Meal Plan 2,N,Room_Type 1,110,Online,N,0,0,94.5,0,207,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,0,Corporate,Y,0,1,75,0,350,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,32,Offline,N,0,0,75,1,297,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,282,Offline,N,0,0,76.67,0,284,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,38,Online,N,0,0,126,0,276,Not_Canceled
2,0,1,1,Not Selected,N,Room_Type 1,175,Online,N,0,0,85.5,1,205,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,143,Online,N,0,0,140.7,0,231,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,127,Online,N,0,0,103.7,1,178,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,142,0,252,Not_Canceled
2,1,2,5,Meal Plan 1,N,Room_Type 1,95,Online,N,0,0,103.7,3,356,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,118,Offline,N,0,0,110,0,158,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,45,Offline,N,0,0,75,0,315,Not_Canceled
3,0,1,1,Meal Plan 1,N,Room_Type 4,69,Online,N,0,0,137.7,0,207,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,57,Online,N,0,0,87.3,3,251,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,5,Complementary,Y,0,4,0,4,237,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,39,Offline,N,0,0,101.5,0,227,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,97,1,55,Not_Canceled
3,0,1,1,Meal Plan 1,N,Room_Type 4,89,Online,N,0,0,150.3,1,228,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,85,Online,N,0,0,82.45,0,89,Not_Canceled
1,0,0,1,Meal Plan 1,Y,Room_Type 4,4,Corporate,Y,0,3,103,1,183,Not_Canceled
1,0,2,6,Meal Plan 1,N,Room_Type 1,11,Online,N,0,0,145,0,187,Canceled
1,0,1,1,Meal Plan 1,N,Room_Type 1,12,Online,N,0,0,145,1,193,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,77,Online,N,0,0,134.85,1,135,Not_Canceled
2,1,1,1,Meal Plan 1,N,Room_Type 6,14,Online,N,0,0,168.25,1,296,Not_Canceled
1,0,2,1,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,60,0,59,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,133,Offline,N,0,0,76,0,165,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,3,Offline,N,0,0,63.5,1,223,Not_Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,19,Offline,N,0,0,95,0,262,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,86,Offline,N,0,0,90.95,3,247,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,23,Online,N,0,0,98.4,2,290,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,65,Online,N,0,0,135.9,1,266,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,1,Online,N,0,0,130,1,321,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 4,66,Online,N,0,0,81.9,2,324,Not_Canceled
3,0,1,4,Meal Plan 1,N,Room_Type 1,50,Online,N,0,0,78.85,1,53,Not_Canceled
2,0,2,3,Meal Plan 2,N,Room_Type 1,87,Online,N,0,0,141.3,0,178,Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,159,Offline,N,0,0,70,1,100,Not_Canceled
2,0,2,3,Meal Plan 2,N,Room_Type 1,39,Online,N,0,0,170.1,2,226,Not_Canceled
2,0,2,0,Meal Plan 2,N,Room_Type 1,386,Online,N,0,0,115,1,297,Canceled
2,2,0,5,Meal Plan 1,N,Room_Type 6,22,Online,N,0,0,199,0,364,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,102,Offline,N,0,0,82.45,0,192,Not_Canceled
4,0,0,3,Meal Plan 1,N,Room_Type 7,86,Online,N,0,0,192.86,1,294,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,56,Offline,N,0,0,185,0,269,Not_Canceled
2,0,2,6,Meal Plan 1,N,Room_Type 1,36,Online,N,0,0,68.07,1,345,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,50,Online,N,0,0,118.8,1,278,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,115,Online,N,0,0,104.4,0,301,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,0,Corporate,Y,0,12,65,0,83,Not_Canceled
2,0,1,3,Not Selected,N,Room_Type 1,35,Online,N,0,0,71.1,0,63,Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,17,Offline,N,0,0,95,0,142,Not_Canceled
2,0,4,11,Meal Plan 1,N,Room_Type 4,237,Online,N,0,0,116.62,1,257,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,125,Online,N,0,0,136,2,251,Not_Canceled
2,2,2,2,Meal Plan 1,N,Room_Type 6,32,Online,N,0,0,147.9,0,337,Canceled
2,0,2,0,Not Selected,N,Room_Type 1,5,Offline,N,0,0,123.7,0,262,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,91,Online,N,0,0,135.9,0,171,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,102,Offline,N,0,0,109,0,290,Not_Canceled
3,0,2,1,Meal Plan 1,N,Room_Type 4,9,Online,N,0,0,186,1,80,Not_Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 4,155,Online,N,0,0,115.6,1,361,Canceled
2,2,0,1,Meal Plan 1,N,Room_Type 6,0,Online,N,0,0,221,0,135,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,11,Corporate,N,0,0,65,0,259,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,0,Corporate,N,0,0,80,0,50,Not_Canceled
2,1,1,4,Meal Plan 1,N,Room_Type 1,86,Offline,N,0,0,73.83,0,83,Not_Canceled
1,0,0,1,Meal Plan 1,Y,Room_Type 1,18,Corporate,Y,3,19,67,0,292,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,58,Online,N,0,0,80.3,1,64,Not_Canceled
2,0,2,1,Not Selected,N,Room_Type 1,54,Offline,N,0,0,85,0,121,Not_Canceled
2,1,2,3,Meal Plan 1,N,Room_Type 1,25,Online,N,0,0,152.1,1,205,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,107,Online,N,0,0,89.25,1,253,Not_Canceled
1,0,0,4,Meal Plan 2,N,Room_Type 1,100,Offline,N,0,0,110,0,272,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,273,Online,N,0,0,95,0,134,Canceled
2,0,0,1,Not Selected,N,Room_Type 1,29,Online,N,0,0,79,0,78,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,221,Online,N,0,0,80,0,225,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,213,Online,N,0,0,102.85,2,275,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,198,Online,N,0,0,90,0,253,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 2,81,Online,N,0,0,62.37,2,29,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,23,Online,N,0,0,98,0,99,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,26,Online,N,0,0,117.67,1,261,Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,20,Online,N,0,0,141,1,170,Not_Canceled
2,1,1,3,Meal Plan 1,N,Room_Type 6,124,Online,N,0,0,156.61,2,361,Canceled
3,0,0,3,Meal Plan 1,N,Room_Type 4,85,Online,N,0,0,152.1,0,216,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,167,Online,N,0,0,105.3,0,219,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,71,Online,N,0,0,119.85,1,151,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,48,Online,N,0,0,97.2,2,309,Not_Canceled
1,0,0,1,Not Selected,N,Room_Type 1,37,Online,N,0,0,116.1,0,134,Not_Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 4,76,Online,N,0,0,150.45,0,150,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,13,Offline,N,0,0,71,0,20,Not_Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,3,Complementary,N,0,0,0,0,179,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,75,Offline,N,0,0,60,0,342,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,5,Corporate,Y,0,1,89,1,96,Not_Canceled
2,0,2,0,Meal Plan 2,N,Room_Type 1,386,Online,N,0,0,115,1,297,Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,180,Offline,N,0,0,100,1,123,Not_Canceled
2,0,1,3,Not Selected,N,Room_Type 1,122,Online,N,0,0,75.9,2,319,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,224,Offline,N,0,0,65,0,276,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,24,Online,N,0,0,104.55,2,150,Not_Canceled
1,0,2,2,Meal Plan 1,N,Room_Type 1,162,Online,N,0,0,115,0,288,Canceled
3,0,1,1,Meal Plan 1,N,Room_Type 4,25,Online,N,0,0,187,0,184,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,115,0,217,Not_Canceled
2,0,0,4,Not Selected,N,Room_Type 1,236,Online,N,0,0,84.43,1,271,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,120,Online,N,0,0,90.95,0,99,Canceled
2,0,1,3,Meal Plan 2,Y,Room_Type 4,12,Online,N,0,0,208,1,84,Not_Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 1,224,Online,N,0,0,97.18,1,247,Canceled
1,0,0,4,Meal Plan 2,N,Room_Type 1,33,Offline,N,0,0,79.11,0,295,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,24,Complementary,N,0,0,0,0,134,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 4,22,Online,N,0,0,120,1,252,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,10,Online,N,0,0,126,1,294,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,15,Online,N,0,0,91,1,47,Canceled
2,0,0,5,Meal Plan 2,N,Room_Type 1,230,Online,N,0,0,137,0,250,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,54,Offline,N,0,0,67.32,0,76,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,45,Online,N,0,0,81.62,0,297,Not_Canceled
3,0,1,3,Meal Plan 2,N,Room_Type 4,63,Online,N,0,0,123.66,2,298,Not_Canceled
2,0,2,1,Not Selected,N,Room_Type 1,166,Online,N,0,0,94.5,1,219,Not_Canceled
2,0,1,4,Meal Plan 1,N,Room_Type 1,148,Online,N,0,0,96.3,0,235,Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,136,Online,N,0,0,88.01,1,226,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,37,Online,N,0,0,81.9,2,70,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,66,Online,N,0,0,119.85,1,132,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,11,Offline,N,0,0,83.5,0,297,Not_Canceled
1,0,0,1,Meal Plan 1,Y,Room_Type 1,1,Corporate,Y,0,3,67,1,92,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,7,Online,N,0,0,156,1,171,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,43,Offline,N,0,0,85,0,287,Not_Canceled
2,0,3,5,Meal Plan 1,N,Room_Type 4,5,Online,N,0,0,126.75,0,95,Canceled
2,0,1,1,Meal Plan 2,N,Room_Type 1,247,Online,N,0,0,115,1,158,Canceled
2,0,2,1,Not Selected,N,Room_Type 1,24,Online,N,0,0,107.1,1,290,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,53,Offline,N,0,0,120,0,288,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,52,Online,N,0,0,93.6,2,324,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,56,Offline,N,0,0,120,0,160,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,12,Offline,N,0,0,90,1,160,Not_Canceled
2,0,0,5,Meal Plan 1,N,Room_Type 1,230,Online,N,0,0,137,1,250,Canceled
2,1,1,3,Meal Plan 1,N,Room_Type 1,92,Online,N,0,0,106.43,1,305,Canceled
1,0,0,3,Not Selected,N,Room_Type 1,2,Online,N,0,0,87.78,0,152,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,74,Offline,N,0,0,101.5,0,262,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,82,Online,N,0,0,85.5,0,175,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,95,0,287,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,147,Online,N,0,0,103.7,2,183,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,2,Corporate,N,0,0,65,0,239,Not_Canceled
2,0,2,6,Meal Plan 1,N,Room_Type 1,166,Online,N,0,0,100.12,0,231,Canceled
2,0,1,3,Meal Plan 2,Y,Room_Type 1,28,Online,N,0,0,156.25,2,102,Not_Canceled
2,0,1,2,Meal Plan 2,N,Room_Type 1,309,Online,N,0,0,101,0,134,Canceled
2,0,1,3,Meal Plan 2,Y,Room_Type 1,54,Online,N,0,0,161.1,0,186,Not_Canceled
2,0,1,3,Not Selected,Y,Room_Type 1,49,Online,N,0,0,83.8,2,343,Not_Canceled
2,1,0,1,Meal Plan 1,Y,Room_Type 1,1,Online,N,0,0,168,2,170,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,0,Offline,N,0,0,58,0,362,Not_Canceled
2,0,2,1,Meal Plan 2,N,Room_Type 1,4,Offline,N,0,0,94.5,0,221,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,60,Online,N,0,0,96.3,1,344,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,157,Online,N,0,0,76.5,1,227,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,268,Offline,N,0,0,78,0,99,Not_Canceled
2,0,1,1,Not Selected,N,Room_Type 1,38,Online,N,0,0,112.59,0,270,Canceled
2,2,2,1,Meal Plan 1,N,Room_Type 7,30,Online,N,0,0,187.04,0,164,Canceled
2,0,0,1,Meal Plan 1,Y,Room_Type 1,2,Online,N,0,0,169,2,285,Not_Canceled
2,0,3,7,Not Selected,N,Room_Type 1,217,Online,N,0,0,46.63,1,340,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,143,Offline,N,0,0,100,0,238,Not_Canceled
2,0,0,3,Not Selected,N,Room_Type 1,179,Online,N,0,0,85.5,2,293,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,188,Online,N,0,0,130,0,167,Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 4,94,Online,N,0,0,146.7,1,190,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,32,Offline,N,0,0,73,0,325,Not_Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 6,2,Online,N,0,0,143.22,2,92,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,70,Online,N,0,0,89.25,1,296,Not_Canceled
2,0,1,0,Not Selected,N,Room_Type 1,4,Offline,N,0,0,85,0,263,Not_Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,34,Complementary,N,0,0,6.5,1,59,Not_Canceled
2,2,0,1,Meal Plan 1,N,Room_Type 2,16,Online,N,0,0,83.03,0,68,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,24,Online,N,0,0,91,0,42,Canceled
2,0,2,2,Not Selected,N,Room_Type 1,78,Online,N,0,0,80.75,1,101,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,305,Online,N,0,0,89,0,309,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,105,0,287,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,98,Online,N,0,0,109.81,0,121,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,14,Online,N,0,0,70.88,0,340,Not_Canceled
1,0,0,2,Not Selected,N,Room_Type 1,44,Online,N,0,0,83.6,2,328,Not_Canceled
1,0,2,1,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,60,0,59,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,213,Online,N,0,0,130,0,159,Canceled
1,0,1,1,Meal Plan 1,N,Room_Type 1,5,Online,N,0,0,95,1,95,Not_Canceled
2,0,0,1,Meal Plan 2,N,Room_Type 1,55,Offline,N,0,0,104,0,97,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,139,Offline,N,0,0,62,1,42,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 2,44,Offline,N,0,0,95,0,114,Not_Canceled
1,0,2,1,Meal Plan 2,N,Room_Type 4,18,Online,N,0,0,145,1,59,Not_Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,0,Corporate,N,0,0,95,0,291,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,192,Offline,N,0,0,95,0,176,Not_Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 1,152,Offline,N,0,0,80.75,0,170,Not_Canceled
3,0,0,4,Meal Plan 1,N,Room_Type 4,42,Online,N,0,0,142.2,2,243,Not_Canceled
3,0,2,3,Meal Plan 1,N,Room_Type 4,209,Online,N,0,0,128.7,1,295,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,69,Online,N,0,0,90.95,1,80,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,80,Online,N,0,0,93.6,2,323,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,49,Offline,N,0,0,60,0,314,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,143,Offline,N,0,0,90,0,238,Not_Canceled
2,0,2,1,Not Selected,N,Room_Type 1,67,Online,N,0,0,95.4,2,340,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,41,Online,N,0,0,160,1,295,Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 4,154,Online,N,0,0,104.1,2,304,Canceled
2,0,0,1,Meal Plan 2,N,Room_Type 1,55,Offline,N,0,0,104,0,97,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,2,Offline,N,0,0,109,0,216,Not_Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 4,99,Online,N,0,0,93.78,1,101,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,14,Corporate,N,0,0,95,0,288,Not_Canceled
1,0,0,1,Not Selected,N,Room_Type 1,0,Online,N,0,0,140,0,289,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,22,Online,N,0,0,87,1,359,Not_Canceled
1,0,2,1,Meal Plan 1,N,Room_Type 4,7,Online,N,0,0,85.85,1,65,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,84,Online,N,0,0,99.45,0,84,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 4,109,Online,N,0,0,120.28,1,125,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,120,0,166,Not_Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,4,Online,N,0,0,77.77,1,94,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,120,0,166,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,58,Online,N,0,0,116.1,1,162,Not_Canceled
3,0,0,1,Meal Plan 2,N,Room_Type 4,133,Online,N,0,0,189,0,205,Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 4,27,Online,N,0,0,152.67,0,178,Canceled
