workclass,education,marital_status,occupation,relationship,race,sex,native_country,income
Private,11th,Never-married,Exec-managerial,Other-relative,Other,Female,Italy,>50K
Self-emp-inc,Prof-school,Married-AF-spouse,Craft-repair,Wife,Black,Female,Portugal,<=50K
Self-emp-inc,Bachelors,Never-married,Protective-serv,Wife,Amer-Indian-Eskimo,Male,Ecuador,<=50K
State-gov,1st-4th,Divorced,Handlers-cleaners,Unmarried,White,Female,Germany,>50K
Self-emp-inc,11th,Married-spouse-absent,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,Italy,>50K
State-gov,Preschool,Divorced,Craft-repair,Wife,Asian-Pac-Islander,Male,Canada,>50K
Private,10th,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
Local-gov,Some-college,Separated,Tech-support,Unmarried,Black,Male,Trinadad&Tobago,>50K
State-gov,7th-8th,Widowed,Farming-fishing,Wife,White,Male,Haiti,<=50K
State-gov,Bachelors,Separated,Exec-managerial,Unmarried,Black,Female,United-States,<=50K
State-gov,Preschool,Separated,Handlers-cleaners,Own-child,Other,Female,Hungary,>50K
Local-gov,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
Local-gov,Preschool,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,Greece,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
Local-gov,7th-8th,Married-AF-spouse,Adm-clerical,Husband,White,Female,Yugoslavia,>50K
Private,5th-6th,Divorced,Armed-Forces,Own-child,Black,Female,Holland-Netherlands,>50K
Local-gov,11th,Widowed,Adm-clerical,Own-child,Black,Female,Outlying-US(Guam-USVI-etc),<=50K
Self-emp-inc,Assoc-voc,Never-married,Transport-moving,Wife,Other,Female,India,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
State-gov,12th,Separated,Transport-moving,Husband,White,Male,Laos,<=50K
Self-emp-not-inc,HS-grad,Never-married,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,Japan,>50K
State-gov,Some-college,Married-AF-spouse,Tech-support,Other-relative,Other,Female,Columbia,<=50K
Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,Mexico,<=50K
Self-emp-inc,10th,Widowed,Craft-repair,Other-relative,Black,Male,India,>50K
Private,Assoc-acdm,Married-AF-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,Nicaragua,>50K
Self-emp-not-inc,11th,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Female,South,>50K
Federal-gov,Some-college,Married-AF-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,Japan,>50K
Local-gov,1st-4th,Divorced,Protective-serv,Other-relative,Black,Male,Ecuador,>50K
Self-emp-inc,Masters,Married-spouse-absent,Sales,Not-in-family,Black,Female,Trinadad&Tobago,<=50K
Federal-gov,1st-4th,Married-spouse-absent,Exec-managerial,Husband,White,Female,Guatemala,<=50K
Without-pay,11th,Widowed,Sales,Not-in-family,White,Male,Vietnam,>50K
Without-pay,9th,Married-civ-spouse,Prof-specialty,Husband,Black,Female,China,<=50K
Self-emp-not-inc,10th,Divorced,Tech-support,Own-child,Other,Male,Portugal,>50K
Without-pay,12th,Married-AF-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,China,<=50K
Without-pay,12th,Married-AF-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,Thailand,<=50K
Federal-gov,Masters,Married-AF-spouse,Tech-support,Husband,White,Male,Scotland,>50K
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
Private,11th,Never-married,Adm-clerical,Own-child,Black,Male,Yugoslavia,<=50K
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,United-States,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
Self-emp-inc,1st-4th,Widowed,Sales,Other-relative,Asian-Pac-Islander,Female,South,>50K
Self-emp-not-inc,9th,Married-spouse-absent,Transport-moving,Other-relative,Other,Male,France,>50K
State-gov,9th,Divorced,Other-service,Not-in-family,Other,Female,Puerto-Rico,<=50K
State-gov,Prof-school,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,Hong,>50K
Federal-gov,5th-6th,Separated,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,Ecuador,<=50K
State-gov,Assoc-voc,Widowed,Other-service,Other-relative,White,Male,Peru,<=50K
Federal-gov,Prof-school,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,Japan,<=50K
Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Male,United-States,<=50K
Self-emp-inc,Assoc-voc,Widowed,Exec-managerial,Husband,White,Male,Honduras,>50K
Self-emp-inc,7th-8th,Married-spouse-absent,Priv-house-serv,Unmarried,Black,Female,Portugal,<=50K
Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
Self-emp-inc,9th,Never-married,Exec-managerial,Not-in-family,Other,Male,United-States,>50K
Without-pay,1st-4th,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,Columbia,<=50K
Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
Federal-gov,1st-4th,Widowed,Craft-repair,Own-child,Other,Male,Germany,<=50K
Self-emp-not-inc,1st-4th,Widowed,Craft-repair,Unmarried,White,Male,Japan,<=50K
Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Female,Germany,<=50K
Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,Germany,<=50K
Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
Self-emp-inc,HS-grad,Separated,Craft-repair,Own-child,Asian-Pac-Islander,Male,Peru,>50K
Without-pay,11th,Married-AF-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
Self-emp-not-inc,1st-4th,Never-married,Priv-house-serv,Husband,Asian-Pac-Islander,Male,Italy,<=50K
Without-pay,HS-grad,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,Greece,<=50K
Without-pay,Preschool,Separated,Craft-repair,Other-relative,Asian-Pac-Islander,Female,United-States,<=50K
Private,Assoc-voc,Divorced,Tech-support,Wife,Black,Female,Laos,>50K
State-gov,1st-4th,Married-spouse-absent,Farming-fishing,Wife,Black,Female,Japan,>50K
Federal-gov,Some-college,Married-spouse-absent,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,Dominican-Republic,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Canada,>50K
Without-pay,Doctorate,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Male,Ecuador,<=50K
Federal-gov,Assoc-acdm,Married-spouse-absent,Transport-moving,Other-relative,Other,Female,Germany,>50K
Private,11th,Married-AF-spouse,Craft-repair,Wife,White,Female,El-Salvador,<=50K
Private,Prof-school,Separated,Handlers-cleaners,Husband,Other,Male,Thailand,<=50K
Federal-gov,Masters,Never-married,Tech-support,Not-in-family,White,Female,United-States,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
Local-gov,9th,Married-civ-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,El-Salvador,>50K
Private,Bachelors,Never-married,Transport-moving,Other-relative,White,Female,China,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
Self-emp-not-inc,Prof-school,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,United-States,<=50K
Without-pay,5th-6th,Separated,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,England,<=50K
Self-emp-not-inc,5th-6th,Married-spouse-absent,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,Cuba,>50K
Federal-gov,HS-grad,Divorced,Prof-specialty,Own-child,Other,Female,Guatemala,>50K
Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,Black,Female,Jamaica,<=50K
Private,Masters,Divorced,Prof-specialty,Wife,Other,Male,Greece,>50K
Self-emp-not-inc,11th,Married-AF-spouse,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,Greece,<=50K
Private,Some-college,Widowed,Adm-clerical,Other-relative,White,Female,United-States,<=50K
Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
State-gov,Masters,Married-AF-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,Philippines,<=50K
Self-emp-inc,Assoc-voc,Divorced,Other-service,Not-in-family,Other,Male,United-States,>50K
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,Haiti,<=50K
Without-pay,9th,Widowed,Protective-serv,Wife,Asian-Pac-Islander,Female,South,>50K
Federal-gov,Masters,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,Guatemala,>50K
Federal-gov,Some-college,Divorced,Adm-clerical,Own-child,White,Male,Ecuador,>50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
Federal-gov,Bachelors,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,Laos,<=50K
Self-emp-inc,1st-4th,Married-spouse-absent,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,Cuba,<=50K
Federal-gov,11th,Married-spouse-absent,Machine-op-inspct,Not-in-family,Other,Male,India,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
Without-pay,HS-grad,Never-married,Protective-serv,Own-child,White,Female,Germany,<=50K
Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,United-States,<=50K
Federal-gov,Some-college,Married-AF-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,Philippines,>50K
Without-pay,7th-8th,Married-spouse-absent,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,Jamaica,<=50K
Private,Preschool,Divorced,Adm-clerical,Not-in-family,White,Female,Peru,<=50K
Without-pay,Masters,Married-AF-spouse,Prof-specialty,Wife,Other,Male,Japan,<=50K
State-gov,10th,Divorced,Priv-house-serv,Unmarried,Black,Female,Cambodia,>50K
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
Self-emp-not-inc,Some-college,Divorced,Protective-serv,Own-child,White,Female,Laos,>50K
Self-emp-not-inc,Prof-school,Widowed,Exec-managerial,Unmarried,Other,Female,Puerto-Rico,>50K
Private,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,>50K
State-gov,7th-8th,Married-spouse-absent,Craft-repair,Own-child,Black,Female,Scotland,>50K
Local-gov,12th,Widowed,Farming-fishing,Other-relative,Black,Male,El-Salvador,>50K
Without-pay,Masters,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Male,England,>50K
Self-emp-inc,Some-college,Widowed,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,Yugoslavia,<=50K
State-gov,Assoc-acdm,Divorced,Transport-moving,Not-in-family,Other,Female,Greece,>50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,United-States,>50K
Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
State-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Male,Germany,>50K
State-gov,1st-4th,Widowed,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,Germany,>50K
Local-gov,5th-6th,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,Yugoslavia,>50K
Federal-gov,1st-4th,Divorced,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,Laos,>50K
Local-gov,11th,Married-AF-spouse,Transport-moving,Not-in-family,Black,Male,Canada,<=50K
Self-emp-inc,Prof-school,Widowed,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,Dominican-Republic,<=50K
Private,Some-college,Never-married,Sales,Other-relative,Black,Female,United-States,<=50K
Local-gov,Preschool,Widowed,Other-service,Own-child,White,Male,Ecuador,>50K
Without-pay,Assoc-voc,Widowed,Adm-clerical,Unmarried,Other,Female,China,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United-States,>50K
Self-emp-not-inc,Assoc-voc,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,Cambodia,>50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
Without-pay,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,Iran,<=50K
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
Local-gov,Some-college,Divorced,Priv-house-serv,Other-relative,White,Female,Holland-Netherlands,<=50K
Private,Assoc-acdm,Divorced,Adm-clerical,Own-child,White,Female,United-States,<=50K
Federal-gov,Some-college,Married-spouse-absent,Tech-support,Unmarried,Other,Male,Portugal,>50K
Local-gov,1st-4th,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,Mexico,>50K
Federal-gov,10th,Widowed,Prof-specialty,Husband,Black,Male,France,>50K
Self-emp-not-inc,Masters,Married-AF-spouse,Priv-house-serv,Other-relative,Black,Female,Hungary,<=50K
Federal-gov,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,United-States,<=50K
Federal-gov,9th,Widowed,Priv-house-serv,Own-child,Black,Female,Germany,>50K
Local-gov,9th,Never-married,Armed-Forces,Wife,Black,Female,Vietnam,<=50K
State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Other,Female,Greece,>50K
Without-pay,1st-4th,Never-married,Craft-repair,Other-relative,Other,Female,Thailand,<=50K
State-gov,Prof-school,Widowed,Protective-serv,Own-child,Asian-Pac-Islander,Male,Scotland,<=50K
State-gov,11th,Divorced,Adm-clerical,Not-in-family,Black,Female,Canada,>50K
Federal-gov,HS-grad,Married-AF-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,Thailand,>50K
State-gov,11th,Widowed,Prof-specialty,Husband,Asian-Pac-Islander,Female,Italy,<=50K
Private,7th-8th,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,United-States,>50K
Private,Prof-school,Never-married,Farming-fishing,Other-relative,Black,Male,Italy,>50K
State-gov,10th,Widowed,Exec-managerial,Wife,Asian-Pac-Islander,Female,Honduras,<=50K
Private,Preschool,Separated,Tech-support,Own-child,Other,Female,England,>50K
Self-emp-inc,5th-6th,Widowed,Farming-fishing,Husband,White,Female,Ecuador,<=50K
Without-pay,12th,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Female,Vietnam,<=50K
State-gov,5th-6th,Widowed,Exec-managerial,Unmarried,Black,Female,England,>50K
State-gov,9th,Separated,Tech-support,Wife,Asian-Pac-Islander,Male,Ireland,>50K
Self-emp-not-inc,10th,Married-civ-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,Cambodia,<=50K
Self-emp-not-inc,Masters,Never-married,Protective-serv,Husband,White,Female,Portugal,>50K
Without-pay,Some-college,Divorced,Tech-support,Unmarried,Black,Female,Ecuador,<=50K
Self-emp-inc,12th,Divorced,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,Yugoslavia,<=50K
Federal-gov,Bachelors,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Male,Cambodia,>50K
Local-gov,HS-grad,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Female,Greece,>50K
Self-emp-inc,11th,Widowed,Adm-clerical,Other-relative,White,Male,South,<=50K
Private,Doctorate,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Male,Hong,>50K
Private,1st-4th,Never-married,Machine-op-inspct,Own-child,Other,Male,Jamaica,<=50K
Self-emp-not-inc,9th,Married-spouse-absent,Other-service,Other-relative,White,Male,Columbia,>50K
Local-gov,1st-4th,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,Trinadad&Tobago,<=50K
Local-gov,9th,Married-spouse-absent,Armed-Forces,Husband,Other,Male,United-States,<=50K
Self-emp-inc,7th-8th,Married-civ-spouse,Priv-house-serv,Unmarried,White,Female,United-States,>50K
Federal-gov,Preschool,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Female,Iran,>50K
Local-gov,5th-6th,Married-spouse-absent,Craft-repair,Own-child,Black,Male,South,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
State-gov,Doctorate,Married-spouse-absent,Other-service,Husband,Black,Male,Outlying-US(Guam-USVI-etc),>50K
Local-gov,Assoc-acdm,Married-spouse-absent,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,Outlying-US(Guam-USVI-etc),>50K
Private,Some-college,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,United-States,<=50K
Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,England,<=50K
State-gov,5th-6th,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,Haiti,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Without-pay,Prof-school,Separated,Tech-support,Unmarried,White,Female,Guatemala,<=50K
Self-emp-not-inc,7th-8th,Married-AF-spouse,Tech-support,Wife,Other,Female,Honduras,>50K
State-gov,Masters,Married-civ-spouse,Tech-support,Not-in-family,Black,Male,Germany,<=50K
Without-pay,Doctorate,Married-AF-spouse,Adm-clerical,Own-child,Black,Female,Scotland,<=50K
Self-emp-inc,Bachelors,Married-spouse-absent,Adm-clerical,Unmarried,White,Male,Dominican-Republic,>50K
Private,10th,Married-civ-spouse,Sales,Husband,Other,Male,South,>50K
Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,>50K
Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
State-gov,12th,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,Dominican-Republic,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
Without-pay,9th,Married-spouse-absent,Adm-clerical,Wife,Other,Female,Columbia,>50K
Private,Some-college,Married-AF-spouse,Farming-fishing,Husband,Other,Male,Hong,>50K
Local-gov,Masters,Divorced,Sales,Unmarried,Other,Female,Ireland,>50K
Federal-gov,5th-6th,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,Trinadad&Tobago,>50K
Federal-gov,5th-6th,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Male,Scotland,>50K
Self-emp-not-inc,7th-8th,Married-spouse-absent,Tech-support,Other-relative,White,Male,Yugoslavia,>50K
Self-emp-inc,Masters,Married-spouse-absent,Exec-managerial,Unmarried,Black,Female,Iran,>50K
Without-pay,Bachelors,Separated,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,Cambodia,<=50K
Self-emp-not-inc,12th,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,Italy,<=50K
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,Nicaragua,>50K
Private,1st-4th,Married-civ-spouse,Craft-repair,Other-relative,Black,Male,Taiwan,>50K
State-gov,Assoc-voc,Married-spouse-absent,Exec-managerial,Husband,Other,Female,South,<=50K
Self-emp-inc,10th,Never-married,Protective-serv,Wife,Black,Female,Ecuador,>50K
Self-emp-inc,Doctorate,Married-AF-spouse,Farming-fishing,Wife,White,Male,Columbia,>50K
State-gov,HS-grad,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,Cambodia,>50K
Self-emp-inc,Assoc-voc,Divorced,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,Iran,>50K
Self-emp-not-inc,Some-college,Married-spouse-absent,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,Scotland,<=50K
Private,Some-college,Divorced,Adm-clerical,Own-child,White,Female,United-States,<=50K
Self-emp-not-inc,5th-6th,Divorced,Priv-house-serv,Own-child,Black,Male,Thailand,>50K
Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
Private,Assoc-voc,Widowed,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,Dominican-Republic,<=50K
Without-pay,1st-4th,Married-spouse-absent,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,Haiti,<=50K
State-gov,12th,Married-civ-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,United-States,<=50K
Federal-gov,5th-6th,Divorced,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,Italy,>50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
Local-gov,11th,Separated,Machine-op-inspct,Other-relative,White,Female,Canada,<=50K
Self-emp-inc,11th,Married-civ-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,England,>50K
Without-pay,Doctorate,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,Thailand,<=50K
