class,cap_shape,cap_surface,bruises,gill_attachment,gill_spacing,gill_size,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,veil_colour,ring_number,ring_type,population
p,f,s,f,f,c,n,t,k,s,w,o,e,v
p,k,s,f,f,c,n,t,k,s,w,o,e,v
e,x,f,t,f,c,b,t,s,s,w,o,p,y
p,f,s,f,f,c,n,t,k,s,w,o,e,v
p,x,s,f,f,w,n,e,s,s,w,o,p,s
p,f,s,t,f,c,b,t,s,f,w,o,p,s
p,k,s,f,f,c,n,t,s,s,w,o,e,v
e,b,s,t,f,c,b,e,s,s,w,o,p,s
e,x,y,t,f,c,b,t,s,s,w,o,p,y
e,b,s,f,a,c,b,e,s,s,n,o,p,c
p,f,s,t,f,c,b,t,s,f,w,o,p,s
e,b,y,t,f,c,b,e,s,s,w,o,p,s
e,f,f,t,f,c,b,t,s,s,w,o,p,v
e,b,y,t,f,c,b,e,s,s,w,o,p,n
p,k,s,f,f,c,n,t,s,k,w,o,e,v
e,x,y,t,f,c,b,t,s,s,w,o,p,v
p,k,y,f,f,c,n,t,k,k,w,o,e,v
e,b,f,f,f,w,b,e,k,k,w,t,p,n
e,x,y,t,f,c,b,e,s,y,w,o,p,s
e,f,f,t,f,c,b,t,s,s,w,o,p,y
p,f,y,t,f,c,n,e,s,s,w,o,p,s
e,x,s,t,f,c,b,e,s,s,w,t,e,c
p,f,y,f,f,c,n,t,k,s,w,o,e,v
e,x,f,t,f,c,b,t,s,s,w,o,p,v
e,k,s,f,a,c,b,e,s,s,o,o,p,v
e,x,s,f,a,c,b,e,s,s,o,o,p,v
p,f,y,f,f,c,n,t,k,s,w,o,e,v
e,x,s,f,f,w,b,t,f,f,w,o,e,a
e,f,y,t,f,c,b,t,s,s,w,o,p,y
e,f,y,t,f,c,b,e,s,y,w,o,p,y
e,x,s,f,f,w,b,e,k,k,w,t,p,s
p,x,s,f,f,w,n,e,s,s,w,o,p,v
p,f,s,t,f,c,b,t,f,f,w,o,p,s
e,f,f,t,f,c,b,t,s,s,w,o,p,v
e,f,y,t,f,c,b,t,s,s,w,o,p,y
p,x,s,f,f,c,n,t,s,s,w,o,e,v
p,x,s,f,f,c,n,t,k,s,w,o,e,v
p,f,y,f,f,c,n,t,k,k,w,o,e,v
e,f,f,t,f,c,b,t,s,s,w,o,p,v
e,x,s,t,f,w,n,t,s,s,w,o,p,v
e,x,y,t,f,c,b,t,s,s,w,o,p,v
e,b,s,f,f,w,b,e,s,k,w,t,p,s
p,x,y,f,f,c,b,e,k,k,w,o,l,y
e,x,f,t,f,c,b,t,s,s,w,o,p,y
p,f,y,f,f,c,b,e,k,k,w,o,l,y
e,f,f,t,f,c,b,t,s,s,w,o,p,y
e,f,y,t,f,c,b,t,s,s,w,o,p,y
p,x,f,f,f,c,b,e,k,k,w,o,l,y
e,x,s,t,f,c,b,e,s,s,w,t,e,c
p,x,f,f,f,c,b,e,k,k,w,o,l,v
p,f,f,f,f,c,b,e,k,k,w,o,l,y
e,f,f,f,f,w,b,t,f,s,w,o,e,a
p,k,y,f,f,c,n,t,s,s,w,o,e,v
p,f,f,f,f,c,b,e,k,k,w,o,l,v
e,x,f,f,f,w,b,t,s,f,w,o,e,a
p,f,y,t,f,c,n,e,s,s,w,o,p,s
p,x,s,f,f,c,n,t,k,k,w,o,e,v
p,x,s,t,f,c,n,e,s,s,w,o,p,s
p,f,f,f,f,c,b,e,k,k,w,o,l,y
e,x,f,t,f,c,b,t,s,s,w,o,p,y
e,f,y,t,f,c,b,t,s,s,w,o,p,v
p,x,s,f,f,c,n,t,k,k,w,o,e,v
e,x,f,f,f,w,b,t,s,s,w,o,e,a
p,x,y,f,f,c,n,t,k,s,w,o,e,v
p,f,y,f,f,c,b,e,k,k,w,o,l,v
e,b,y,t,f,c,b,e,s,s,w,o,p,n
e,x,y,t,f,c,b,t,s,s,w,o,p,y
p,x,y,f,f,c,b,e,k,k,w,o,l,v
e,x,f,t,f,c,b,t,s,s,w,o,p,v
e,x,y,t,f,c,b,e,s,y,w,o,p,s
p,f,y,t,f,c,n,e,s,s,w,o,p,s
e,x,s,t,f,c,b,e,s,s,w,o,p,s
e,f,f,t,f,c,b,t,s,s,w,o,p,y
p,k,s,f,f,c,n,t,s,k,w,o,e,v
p,k,y,f,f,c,n,t,s,s,w,o,e,v
p,k,s,f,f,c,n,t,k,k,w,o,e,v
e,x,s,f,f,w,b,t,f,f,w,o,e,s
e,x,y,t,f,c,b,e,s,s,w,o,p,n
p,x,f,f,f,c,b,e,k,k,w,o,l,y
p,f,f,f,f,c,b,e,k,k,w,o,l,v
e,b,f,f,f,w,b,e,k,s,w,t,p,n
e,f,f,t,f,c,b,t,s,s,w,o,p,y
e,f,s,f,a,c,b,e,s,s,n,o,p,v
p,x,f,f,f,c,b,e,k,k,w,o,l,v
e,x,s,f,f,w,b,t,f,f,w,o,e,s
p,f,s,f,f,c,n,t,s,k,w,o,e,v
p,x,s,f,f,w,n,e,s,s,w,o,p,v
e,f,s,f,f,w,b,t,s,s,w,o,e,s
e,b,y,t,f,c,b,e,s,s,w,o,p,s
p,x,f,f,f,w,n,e,s,s,w,o,p,v
e,f,s,t,f,w,n,t,s,s,w,o,p,v
e,x,y,t,f,c,b,e,s,s,w,t,e,c
p,f,s,f,f,c,n,t,k,s,w,o,e,v
e,x,f,t,f,c,b,t,s,s,w,o,p,y
e,f,y,t,f,c,b,e,s,y,w,o,p,y
e,f,f,f,f,c,n,e,s,s,w,o,p,y
p,f,y,f,f,c,b,e,k,k,w,o,l,v
e,f,s,f,f,w,b,t,f,f,w,o,e,a
p,f,s,f,f,c,n,t,s,s,w,o,e,v
e,f,s,f,a,c,b,e,s,s,n,o,p,v
p,f,s,t,f,c,b,t,f,s,w,o,p,v
p,x,f,f,f,w,n,e,s,s,w,o,p,v
e,x,s,f,f,w,b,t,f,s,w,o,e,s
e,x,s,t,f,c,b,e,s,s,w,o,p,n
p,x,f,f,f,c,b,e,k,k,w,o,l,v
p,f,y,f,f,c,b,e,k,k,w,o,l,y
p,k,s,f,f,c,n,t,k,k,w,o,e,v
e,f,y,t,f,c,b,t,s,s,w,o,p,y
e,f,y,f,f,w,n,e,f,f,w,o,e,v
e,x,f,f,f,w,b,t,s,s,w,o,e,s
e,x,f,t,f,c,b,t,s,s,w,o,p,y
p,f,s,t,f,c,n,e,s,s,w,o,p,s
p,f,s,t,f,c,b,t,f,s,w,o,p,s
p,x,y,f,f,c,n,t,k,s,w,o,e,v
p,f,y,f,f,c,b,e,k,k,w,o,l,v
e,b,y,t,f,c,b,e,s,s,w,o,p,n
p,x,s,f,f,c,n,t,k,s,w,o,e,v
e,x,y,f,f,w,n,e,s,s,w,o,e,v
e,x,y,t,f,c,b,t,s,s,w,o,p,v
e,f,y,t,f,c,b,t,s,s,w,o,p,y
e,f,y,t,f,c,b,t,s,s,w,o,p,v
e,x,f,t,f,c,b,t,s,s,w,o,p,y
p,x,f,f,f,c,n,e,s,s,w,o,p,s
p,x,y,f,f,c,b,e,k,k,w,o,l,y
e,f,f,f,f,w,b,t,f,f,w,o,e,a
p,x,s,t,f,c,n,e,s,s,w,o,p,v
p,x,f,f,f,c,b,e,k,k,w,o,l,y
p,f,y,f,f,c,b,e,k,k,w,o,l,v
p,f,y,f,f,c,n,t,s,k,w,o,e,v
p,f,y,f,f,c,n,t,s,s,w,o,e,v
e,x,f,f,f,c,n,e,s,s,w,o,p,v
p,k,s,f,f,c,n,t,s,s,w,o,e,v
p,x,s,f,f,c,n,t,k,s,w,o,e,v
p,f,f,f,f,c,b,e,k,k,w,o,l,v
e,f,s,f,f,w,b,t,f,s,w,o,e,s
p,x,y,f,f,c,b,e,k,k,w,o,l,v
e,f,s,f,a,c,b,e,s,s,n,o,p,c
e,x,f,f,f,w,b,t,f,s,w,o,e,a
p,x,f,f,f,c,b,e,k,k,w,o,l,y
p,x,y,f,f,c,b,e,k,k,w,o,l,v
p,f,s,t,f,c,n,e,s,s,w,o,p,s
p,k,s,f,f,c,n,t,k,k,w,o,e,v
e,f,y,t,f,c,b,t,s,s,w,o,p,y
e,x,f,t,f,c,b,t,s,s,w,o,p,v
e,x,f,f,f,w,b,t,s,f,w,o,e,s
e,f,y,t,f,c,b,t,s,s,w,o,p,y
e,x,f,t,f,c,b,t,s,s,w,o,p,v
e,f,y,t,f,c,b,t,s,s,w,o,p,v
p,f,y,f,f,c,n,t,k,s,w,o,e,v
e,f,f,f,f,w,b,t,f,s,w,o,e,a
p,x,f,f,f,c,b,e,k,k,w,o,l,v
p,x,f,f,f,c,b,e,k,k,w,o,l,y
e,k,y,t,f,c,b,e,s,s,w,t,e,c
p,x,y,f,f,c,b,e,k,k,w,o,l,v
e,f,f,t,f,c,b,t,s,s,w,o,p,y
p,x,s,t,f,c,b,t,f,f,w,o,p,v
e,x,f,t,f,c,b,t,s,s,w,o,p,y
p,f,y,t,f,c,n,e,s,s,w,o,p,v
p,f,s,f,f,c,n,t,k,s,w,o,e,v
e,f,y,t,f,c,b,t,s,s,w,o,p,v
e,x,y,t,f,c,b,e,s,y,w,o,p,y
e,x,y,t,f,c,b,e,s,y,w,o,p,s
e,x,y,t,f,c,b,t,s,s,w,o,p,y
p,f,s,f,f,c,n,t,k,s,w,o,e,v
e,f,y,t,f,c,b,t,s,s,w,o,p,v
p,x,s,f,f,c,n,t,s,s,w,o,e,v
e,s,f,f,f,c,n,e,s,s,w,o,p,v
e,x,y,t,f,c,b,e,s,s,w,o,p,n
e,b,y,t,f,c,b,e,s,s,w,o,p,n
p,f,y,t,f,c,n,e,s,s,w,o,p,s
p,f,s,f,f,c,n,t,k,k,w,o,e,v
p,x,y,t,f,c,n,e,s,s,w,o,p,s
p,x,y,f,f,c,n,t,s,s,w,o,e,v
p,x,y,f,f,c,b,e,k,k,w,o,l,y
e,x,s,f,f,w,b,e,s,k,w,t,p,n
p,k,s,f,f,c,n,t,k,s,w,o,e,v
p,f,f,f,f,c,b,e,k,k,w,o,l,v
e,b,s,t,f,c,b,e,s,s,w,o,p,s
e,x,f,f,f,w,b,t,f,f,w,o,e,a
p,f,f,f,f,c,b,e,k,k,w,o,l,v
e,x,y,t,f,c,b,t,s,s,w,o,p,y
e,b,y,t,f,c,b,e,s,s,w,o,p,n
e,x,f,f,f,w,b,t,f,s,w,o,e,a
e,x,s,f,a,c,b,e,s,s,n,o,p,c
p,x,f,f,f,c,b,e,k,k,w,o,l,y
e,f,s,f,f,w,b,t,f,s,w,o,e,s
e,x,s,f,f,w,b,t,s,s,w,o,e,a
e,x,y,t,f,c,b,t,s,s,w,o,p,y
p,f,s,f,f,c,n,t,s,s,w,o,e,v
p,f,f,f,f,c,b,e,k,k,w,o,l,y
e,x,s,t,f,c,b,e,s,s,w,o,p,s
p,k,s,f,f,c,n,t,k,k,w,o,e,v
p,f,s,f,f,c,n,t,k,k,w,o,e,v
e,f,s,f,a,c,b,e,s,s,n,o,p,c
e,x,y,t,f,c,b,e,s,y,w,o,p,y
e,x,y,t,f,c,b,t,s,s,w,o,p,y
e,f,s,f,f,w,b,t,s,s,w,o,e,a
e,x,y,f,f,c,n,e,s,f,w,o,f,v
p,x,y,f,f,c,b,e,k,k,w,o,l,v
p,x,y,f,f,c,n,t,k,s,w,o,e,v
e,f,f,t,f,c,b,t,s,s,w,o,p,v
e,x,s,t,f,w,n,t,s,s,w,o,p,v
e,x,f,t,f,c,b,t,s,s,w,o,p,y
e,x,y,t,f,c,b,e,s,y,w,o,p,y
e,x,f,f,f,c,n,e,s,s,w,o,p,y
p,x,s,t,f,c,n,e,s,s,w,o,p,s
p,f,y,f,f,c,n,t,s,k,w,o,e,v
e,x,y,t,f,c,b,e,s,s,w,o,p,s
p,x,f,f,f,c,b,e,k,k,w,o,l,y
p,x,y,t,f,c,n,e,s,s,w,o,p,v
e,x,y,t,f,c,b,t,s,s,w,o,p,y
e,b,s,t,f,c,b,e,s,s,w,o,p,n
p,x,f,f,f,w,n,e,s,s,w,o,p,v
e,f,y,t,f,c,b,t,s,s,w,o,p,v
e,x,f,f,f,w,b,t,s,f,w,o,e,s
e,x,f,f,f,w,b,t,f,s,w,o,e,a
p,x,y,f,f,c,b,e,k,k,w,o,l,v
p,x,s,f,f,c,n,t,s,s,w,o,e,v
e,f,f,t,f,c,b,t,s,s,w,o,p,y
p,f,s,f,f,c,n,t,s,s,w,o,e,v
e,f,s,f,f,w,b,t,s,f,w,o,e,s
p,x,f,f,f,c,b,e,k,k,w,o,l,y
e,f,y,t,f,c,b,e,s,s,w,t,e,c
p,f,y,t,f,c,n,e,s,s,w,o,p,v
p,x,y,f,f,c,b,e,k,k,w,o,l,v
e,b,s,t,f,c,b,e,s,s,w,o,p,n
p,f,f,f,f,c,b,e,k,k,w,o,l,v
p,k,y,f,f,c,n,t,s,k,w,o,e,v
p,f,s,t,f,c,b,t,s,f,w,o,p,s
p,x,y,f,f,c,b,e,k,k,w,o,l,y
p,k,s,f,f,c,n,t,s,k,w,o,e,v
p,x,f,f,f,c,b,e,k,k,w,o,l,v
p,f,s,t,f,c,n,e,s,s,w,o,p,v
e,x,y,t,f,c,b,e,s,s,w,o,p,n
p,k,y,f,f,c,n,t,s,k,w,o,e,v
p,x,f,f,f,c,b,e,k,k,w,o,l,y
p,x,s,t,f,c,b,t,s,f,w,o,p,v
e,f,f,f,f,c,n,e,s,s,w,o,p,y
p,x,y,f,f,c,b,e,k,k,w,o,l,v
p,x,s,f,f,c,n,t,s,k,w,o,e,v
p,x,f,f,f,c,b,e,k,k,w,o,l,v
p,x,y,f,f,c,n,t,s,k,w,o,e,v
p,f,y,f,f,c,b,e,k,k,w,o,l,y
e,b,s,f,f,w,b,e,s,s,w,t,p,n
e,k,y,f,f,w,n,e,f,f,w,o,e,v
e,x,f,t,f,c,b,t,s,s,w,o,p,y
p,b,s,t,f,c,b,e,s,s,w,t,p,v
e,x,y,t,f,c,b,e,s,s,w,o,p,s
p,f,y,f,f,c,b,e,k,k,w,o,l,v
p,x,y,f,f,c,n,t,k,s,w,o,e,v
e,f,y,t,f,c,b,t,s,s,w,o,p,v
e,x,f,t,f,c,b,t,s,s,w,o,p,v
p,x,y,f,f,c,b,e,k,k,w,o,l,v
e,b,s,t,f,c,b,e,s,s,w,o,p,s
p,f,s,f,f,c,n,t,k,s,w,o,e,v
p,x,f,f,f,c,b,e,k,k,w,o,l,v
p,f,y,f,f,c,b,e,k,k,w,o,l,y
p,x,f,f,f,c,b,e,k,k,w,o,l,v
p,f,s,t,f,c,n,e,s,s,w,o,p,s
e,x,y,t,f,c,b,e,s,s,w,t,e,c
e,x,y,t,f,c,b,t,s,s,w,o,p,y
e,f,y,t,f,c,b,t,s,s,w,o,p,y
p,k,y,f,f,c,n,t,s,k,w,o,e,v
p,f,s,t,f,c,n,e,s,s,w,o,p,v
p,f,f,f,f,c,b,e,k,k,w,o,l,v
e,b,y,t,f,c,b,e,s,s,w,o,p,n
e,x,f,t,f,c,b,t,s,s,w,o,p,y
e,x,f,f,f,w,b,t,s,f,w,o,e,s
e,f,f,t,f,c,b,t,s,s,w,o,p,v
p,x,y,t,f,c,n,e,s,s,w,o,p,s
e,x,f,t,f,c,b,t,s,s,w,o,p,v
p,f,y,t,f,c,n,e,s,s,w,o,p,v
p,k,y,f,f,c,n,t,s,k,w,o,e,v
p,f,y,f,f,c,b,e,k,k,w,o,l,y
p,x,s,f,f,c,n,t,k,k,w,o,e,v
e,x,s,f,f,w,b,e,k,k,w,t,p,s
p,f,s,f,f,c,n,t,k,s,w,o,e,v
p,k,g,t,f,w,n,e,s,s,w,o,p,c
e,x,y,t,f,c,b,e,s,y,w,o,p,s
e,x,s,f,f,w,b,t,s,f,w,o,e,s
e,b,s,f,a,c,b,e,s,s,n,o,p,v
e,x,f,t,f,c,b,t,s,s,w,o,p,y
p,x,f,f,f,c,b,e,k,k,w,o,l,v
e,b,y,t,f,c,b,e,s,s,w,o,p,s
p,f,y,t,f,c,n,e,s,s,w,o,p,s
p,k,s,f,f,c,n,t,k,s,w,o,e,v
e,x,s,t,f,w,n,t,s,s,w,o,p,v
p,f,y,f,f,c,n,e,k,y,w,o,e,v
p,f,s,f,f,c,n,t,k,s,w,o,e,v
p,f,y,f,f,c,b,e,k,k,w,o,l,v
e,x,y,t,f,c,b,t,s,s,w,o,p,v
p,f,y,f,f,c,n,t,s,s,w,o,e,v
p,f,f,f,f,c,b,e,k,k,w,o,l,y
e,k,y,t,f,c,b,e,s,s,w,t,e,c
e,x,s,t,f,c,b,e,s,s,w,o,p,s
p,k,y,f,f,c,n,t,s,s,w,o,e,v
e,b,s,f,f,w,b,e,k,s,w,t,p,s
p,k,s,f,f,c,n,t,s,s,w,o,e,v
e,x,y,t,f,c,b,t,s,s,w,o,p,y
e,x,y,t,f,c,b,t,s,s,w,o,p,y
e,x,f,t,f,c,b,t,s,s,w,o,p,v
e,x,y,t,f,c,b,e,s,s,w,o,p,s
p,f,s,t,f,c,b,e,s,s,w,t,p,v
p,k,s,f,f,c,n,t,s,s,w,o,e,v
e,x,f,t,f,c,b,t,s,s,w,o,p,v
e,x,f,f,f,c,n,e,s,s,w,o,p,v
p,f,y,f,f,c,b,e,k,k,w,o,l,y
e,f,f,t,f,c,b,t,s,s,w,o,p,y
p,k,y,f,f,c,n,t,k,k,w,o,e,v
e,b,f,f,f,w,b,e,s,s,w,t,p,s
e,x,s,t,f,c,b,e,s,s,w,o,p,s
p,x,s,f,f,c,n,t,k,k,w,o,e,v
e,k,f,f,f,w,b,e,s,s,w,t,p,n
e,x,s,f,f,w,b,t,f,f,w,o,e,s
e,x,y,t,f,c,b,t,s,s,w,o,p,v
e,x,f,t,f,c,b,t,s,s,w,o,p,v
e,x,f,f,f,c,n,e,s,s,w,o,p,v
p,f,s,f,f,c,n,t,k,s,w,o,e,v
p,x,f,f,f,c,b,e,k,k,w,o,l,v
e,k,s,t,f,c,b,e,s,s,w,t,e,c
e,f,f,f,f,w,b,t,s,f,w,o,e,a
e,b,s,f,a,c,b,e,s,s,o,o,p,c
p,x,y,f,f,c,b,e,k,k,w,o,l,v
e,f,y,t,f,c,b,t,s,s,w,o,p,y
p,k,s,f,f,c,n,t,k,k,w,o,e,v
p,x,s,f,f,c,n,t,s,k,w,o,e,v
e,x,y,t,f,c,b,e,s,s,w,o,p,s
e,x,f,t,f,c,b,t,s,s,w,o,p,v
e,x,y,t,f,c,b,t,s,s,w,o,p,y
e,x,f,f,f,w,b,t,s,f,w,o,e,a
p,f,y,f,f,c,n,t,s,s,w,o,e,v
e,x,f,t,f,c,b,t,s,s,w,o,p,y
p,f,s,t,f,c,b,e,s,s,w,t,p,v
p,k,y,f,f,c,n,t,k,k,w,o,e,v
p,f,f,f,f,c,b,e,k,k,w,o,l,v
p,x,y,f,f,c,n,t,k,s,w,o,e,v
e,x,s,f,f,w,b,e,k,s,w,t,p,n
p,x,s,f,f,c,n,t,s,k,w,o,e,v
p,x,y,f,f,c,b,e,k,k,w,o,l,v
p,k,s,f,f,c,n,t,s,k,w,o,e,v
p,f,f,f,f,c,b,e,k,k,w,o,l,v
e,b,y,t,f,c,b,e,s,s,w,o,p,s
p,x,y,f,f,c,b,e,k,k,w,o,l,y
e,x,f,f,f,w,b,t,f,f,w,o,e,s
e,f,f,t,f,c,b,t,s,s,w,o,p,y
p,k,y,f,f,c,n,t,k,k,w,o,e,v
e,x,f,t,f,c,b,t,s,s,w,o,p,v
p,k,s,f,f,c,n,t,k,s,w,o,e,v
e,b,s,t,f,c,b,e,s,s,w,o,p,s
p,f,y,f,f,c,b,e,k,k,w,o,l,v
e,x,f,f,f,w,b,t,f,f,w,o,e,s
e,f,s,f,f,w,b,t,f,s,w,o,e,s
e,b,s,t,f,c,b,e,s,s,w,o,p,s
e,s,f,f,f,c,n,e,s,s,w,o,p,y
p,x,s,f,f,c,n,t,k,s,w,o,e,v
p,x,s,t,f,c,n,e,s,s,w,o,p,s
e,b,s,f,a,c,b,e,s,s,n,o,p,v
e,f,s,f,f,w,b,t,f,s,w,o,e,a
p,f,y,f,f,c,b,e,k,k,w,o,l,y
p,f,s,t,f,c,n,e,s,s,w,o,p,v
e,f,y,t,f,c,b,t,s,s,w,o,p,y
e,f,y,t,f,c,b,t,s,s,w,o,p,v
p,x,f,f,f,c,b,e,k,k,w,o,l,v
p,x,y,f,f,c,b,e,k,k,w,o,l,v
p,x,f,f,f,c,b,e,k,k,w,o,l,v
p,f,y,t,f,c,n,e,s,s,w,o,p,v
p,f,y,f,f,c,n,t,k,k,w,o,e,v
p,x,y,f,f,c,b,e,k,k,w,o,l,y
p,k,y,f,f,c,n,t,k,s,w,o,e,v
e,x,s,f,f,w,b,t,f,s,w,o,e,a
e,x,y,t,f,c,b,e,s,s,w,o,p,s
e,x,s,t,f,c,b,e,s,s,w,o,p,s
p,f,y,f,f,c,n,t,k,s,w,o,e,v
e,x,y,t,f,c,b,t,s,s,w,o,p,y
p,k,s,f,f,c,n,t,s,k,w,o,e,v
p,f,y,f,f,c,b,e,k,k,w,o,l,y
p,f,s,f,f,c,n,t,s,s,w,o,e,v
p,x,f,f,f,c,n,e,s,s,w,o,p,v
e,x,y,t,f,c,b,e,s,s,w,o,p,n
e,x,s,f,f,w,b,t,s,f,w,o,e,a
e,f,y,t,f,c,b,e,s,y,w,o,p,s
p,x,y,f,f,c,n,t,k,s,w,o,e,v
e,x,f,f,f,w,b,t,f,f,w,o,e,s
p,x,s,t,f,c,b,t,f,f,w,o,p,v
e,x,f,t,f,c,b,t,s,s,w,o,p,y
p,k,s,f,f,c,n,t,s,k,w,o,e,v
p,x,y,f,f,c,b,e,k,k,w,o,l,y
e,x,y,f,f,c,n,e,s,f,w,o,f,y
p,k,y,f,f,c,n,t,k,k,w,o,e,v
e,b,s,f,a,c,b,e,s,s,o,o,p,c
p,f,f,f,f,c,b,e,k,k,w,o,l,y
e,f,f,t,f,c,b,t,s,s,w,o,p,v
p,x,s,f,f,c,n,t,s,k,w,o,e,v
e,x,y,t,f,c,b,e,s,y,w,o,p,s
p,x,y,f,f,c,n,t,k,k,w,o,e,v
e,x,s,f,f,w,b,e,s,s,w,t,p,n
e,x,y,t,f,c,b,e,s,s,w,o,p,n
p,x,s,t,f,c,b,t,f,f,w,o,p,v
p,f,s,f,f,c,n,t,s,s,w,o,e,v
p,f,s,f,f,c,n,t,k,k,w,o,e,v
p,k,y,f,f,c,n,t,k,k,w,o,e,v
e,x,s,f,f,w,b,t,f,s,w,o,e,s
e,f,y,t,f,c,b,t,s,s,w,o,p,v
e,f,s,f,a,c,b,e,s,s,n,o,p,c
e,x,y,t,f,c,b,e,s,y,w,o,p,y
e,x,y,t,f,c,b,t,s,s,w,o,p,v
e,f,f,t,f,c,b,t,s,s,w,o,p,v
p,x,y,t,f,c,n,e,s,s,w,o,p,s
e,x,y,t,f,c,b,e,s,y,w,o,p,y
e,b,y,f,f,c,b,e,y,y,w,t,p,y
p,f,s,t,f,c,b,t,s,f,w,o,p,s
p,f,y,f,f,c,b,e,k,k,w,o,l,y
e,f,y,t,f,c,b,t,s,s,w,o,p,v
e,b,y,t,f,c,b,e,s,s,w,o,p,s
p,x,s,f,f,c,n,t,k,s,w,o,e,v
p,x,f,f,f,c,b,e,k,k,w,o,l,y
e,f,y,t,f,c,b,t,s,s,w,o,p,v
p,f,y,f,f,c,b,e,k,k,w,o,l,y
p,f,s,f,f,c,n,t,s,k,w,o,e,v
p,x,s,f,f,c,n,e,s,s,w,o,p,v
p,f,f,f,f,c,b,e,k,k,w,o,l,y
p,f,s,f,f,c,n,t,s,k,w,o,e,v
e,f,f,t,f,c,b,t,s,s,w,o,p,y
p,k,y,f,f,c,n,t,s,s,w,o,e,v
p,x,s,f,f,c,n,t,s,k,w,o,e,v
e,f,f,t,f,c,b,t,s,s,w,o,p,y
e,b,s,t,f,c,b,e,s,s,w,o,p,n
p,x,s,t,f,c,n,e,s,s,w,o,p,s
p,f,f,f,f,c,b,e,k,k,w,o,l,v
p,x,s,f,f,c,n,t,s,k,w,o,e,v
p,f,s,t,f,c,n,e,s,s,w,o,p,v
e,k,s,t,f,c,b,e,s,s,w,t,e,c
e,f,f,t,f,c,b,t,s,s,w,o,p,v
p,f,s,f,f,c,n,t,s,k,w,o,e,v
p,f,y,t,f,c,b,e,s,s,w,t,p,v
p,f,y,f,f,c,b,e,k,k,w,o,l,y
p,x,y,f,f,c,b,e,k,k,w,o,l,v
e,x,y,t,f,c,b,e,s,s,w,o,p,n
p,x,y,t,f,c,n,e,s,s,w,o,p,v
p,x,y,f,f,c,n,t,s,k,w,o,e,v
p,k,s,f,f,c,n,t,k,s,w,o,e,v
e,f,f,t,f,w,n,t,s,s,w,o,p,v
e,x,s,f,a,c,b,e,s,s,n,o,p,v
p,x,f,f,f,c,b,e,k,k,w,o,l,v
e,x,f,f,f,w,b,t,f,f,w,o,e,s
e,x,f,t,f,w,n,t,s,s,w,o,p,v
p,x,y,f,f,c,b,e,k,k,w,o,l,y
p,x,f,f,f,c,b,e,k,k,w,o,l,v
e,x,y,t,f,c,b,t,s,s,w,o,p,v
p,f,y,t,f,c,n,e,s,s,w,o,p,v
e,b,s,f,f,w,b,e,k,s,w,t,p,n
p,k,s,f,f,c,n,t,k,k,w,o,e,v
p,x,y,f,f,c,n,t,s,k,w,o,e,v
e,f,y,t,f,c,b,t,s,s,w,o,p,y
p,x,s,f,f,c,n,t,k,s,w,o,e,v
e,x,s,f,f,w,b,t,f,f,w,o,e,a
p,k,y,f,f,c,n,t,s,k,w,o,e,v
e,x,y,t,f,c,b,t,s,s,w,o,p,v
e,f,y,t,f,c,b,t,s,s,w,o,p,v
e,x,s,f,f,w,b,e,k,s,w,t,p,s
e,f,y,t,f,c,b,t,s,s,w,o,p,v
p,f,y,f,f,c,n,t,s,s,w,o,e,v
p,x,f,f,f,c,b,e,k,k,w,o,l,v
p,k,s,f,f,c,n,t,s,s,w,o,e,v
e,x,f,t,f,c,b,t,s,s,w,o,p,y
p,f,y,f,f,c,n,t,k,s,w,o,e,v
p,x,y,f,f,c,b,e,k,k,w,o,l,y
p,k,s,f,f,c,n,t,k,k,w,o,e,v
e,x,f,f,f,w,b,t,f,s,w,o,e,a
e,f,f,f,f,w,b,t,s,f,w,o,e,a
e,x,f,f,f,w,b,t,s,f,w,o,e,a
e,x,y,t,f,c,b,e,s,s,w,o,p,n
p,f,y,f,f,c,b,e,k,k,w,o,l,y
p,x,y,f,f,c,n,t,k,k,w,o,e,v
p,x,y,f,f,c,n,t,s,k,w,o,e,v
p,f,f,f,f,c,b,e,k,k,w,o,l,v
e,x,y,t,f,c,b,e,s,y,w,o,p,y
e,x,y,t,f,c,b,e,s,y,w,o,p,s
p,x,s,t,f,c,b,t,s,f,w,o,p,v
p,x,y,f,f,c,b,e,k,k,w,o,l,v
e,x,s,f,f,w,b,t,s,f,w,o,e,a
p,x,f,f,f,c,b,e,k,k,w,o,l,v
e,x,s,t,f,c,b,e,s,s,w,t,e,c
p,f,s,t,f,c,b,t,f,s,w,o,p,v
e,f,f,t,f,w,n,t,s,s,w,o,p,v
p,x,s,f,f,c,n,t,s,k,w,o,e,v
e,f,y,t,f,c,b,t,s,s,w,o,p,v
e,k,y,t,f,c,b,e,s,s,w,t,e,c
p,f,y,f,f,c,n,t,s,s,w,o,e,v
p,x,f,f,f,c,b,e,k,k,w,o,l,y
e,f,y,t,f,c,b,t,s,s,w,o,p,v
p,x,f,f,f,c,b,e,k,k,w,o,l,y
e,f,f,t,f,c,b,t,s,s,w,o,p,v
p,k,y,f,f,c,n,t,s,k,w,o,e,v
e,x,f,t,f,c,b,t,s,s,w,o,p,v
e,x,y,t,f,c,b,e,s,s,w,o,p,n
